Ind,Collection.Year,BIO1,BIO2,BIO3,BIO4,BIO5,BIO6,BIO7,BIO8,BIO9,BIO10,BIO11,BIO12,BIO13,BIO14,BIO15,BIO16,BIO17,BIO18,BIO19
SRR29127788,1951,14.9000001475215,9.18333361049493,28.0835892891082,767.667659696401,31.3999996185303,-1.30000007152557,32.6999996900558,24.0666666030884,5.76666674017906,24.1500002543132,5.76666674017906,1502.90003204346,206.699996948242,35.7000007629395,40.7770511835749,543.300003051758,165.900001525879,478.500015258789,165.900001525879
SRR29127743,1989,20.6000005702178,12.6000006397565,41.3114784761942,561.293174224615,32.7999992370605,2.29999995231628,30.4999992847443,26.9666674931844,16.6333336830139,26.9666674931844,13.6333336432775,1259.80002212524,254.300003051758,31,68.357111513935,599.400009155273,148.099998474121,599.400009155273,154.200004577637
SRR29127751,1990,19.9875002702077,12.975000222524,45.6866195813489,588.585084551765,34.7000007629395,6.30000019073486,28.4000005722046,13.0333334604899,24.2666672070821,27.3166669209798,13.0333334604899,1701.60001373291,390.100006103516,64.2000045776367,64.6622415381625,764.400009155273,232.800003051758,287.700004577637,764.400009155273
SRR29127746,1996,19.4041669865449,12.2416668534279,40.1366135754338,665.543029575475,33.7999992370605,3.29999995231628,30.4999992847443,14.4166671435038,15.9833335081736,27.2333335876465,11.5666671991348,1508.90000915527,178.300003051758,52.4000015258789,31.2172486392265,438.099998474121,294.900009155273,430,354.600006103516
SRR29127745,1999,19.2708335618178,12.4250002106031,37.3123129981831,691.70232727638,36,2.70000004768372,33.2999999523163,12.5833333333333,19.0166668097178,27.8500006993612,11.0666666428248,1253.50001335144,304,31.8999996185303,71.0880537484924,476.400005340576,176.500005722046,236.299999237061,452.299999237061
SRR29127747,1974,19.6916670401891,12.916667064031,44.8495388623143,548.824512757355,33.5,4.7000002861023,28.7999997138977,20.3500003814697,14.9333336353302,26.200000445048,13.2333335081736,1824.50003051758,244.600006103516,73.0999984741211,31.9948860828774,586.400009155273,338.5,397.700012207031,478.700004577637
SRR29127787,1955,15.2000002115965,8.3000001013279,25.9374993987149,846.557215197873,31.3000011444092,-0.699999988079071,32.0000011324883,17.9333333969116,6.89999998609225,25.7333339055379,5.20000006755193,1340.50001907349,170.300003051758,24,41.6420700503619,446.100006103516,139.600002288818,355.800003051758,175.299999237061
SRR29127769,1932,22.6916670401891,5.24999976158142,27.486907825087,520.767951085718,30.8000011444092,11.6999998092651,19.100001335144,28.1333338419596,18.3833338419596,28.1333338419596,15.9666666984558,2282.60007496178,611.600036621094,0.200000002980232,110.813011203723,1560.50006103516,74.6000043898821,1560.50006103516,133.200007632375
SRR29127766,1966,21.4166670242945,7.7666666507721,33.9155754591692,563.295209590538,33,10.1000003814697,22.8999996185303,27.6166667938232,13.9166673024495,27.6166667938232,13.9166673024495,1473.70001220703,518.5,22.3999996185303,115.490399774993,928.800003051758,85.6000022888184,928.800003051758,85.6000022888184
SRR29127771,2002,24.1916669607162,6.13333344459534,33.3333346290865,422.437893208538,32.5,14.1000003814697,18.3999996185303,28.7166668574015,19.9833339055379,28.8000001907349,18.550000667572,1628.70000648499,307.600006103516,17.5,79.2281136372749,867.899993896484,102.89999961853,821.800003051758,105.60000038147
SRR29127778,1945,26.8333334128062,7.25000015894572,76.315791146797,90.3360734084912,31.5,22,9.5,26,27.6833333969116,27.6833333969116,25.6166667938232,3953.90005493164,605,177.300003051758,46.3690237736243,1656.69998168945,549.900009155273,549.900009155273,1312.40002441406
SRR29127733,1972,19.7958335081736,12.8249999682109,45.3180200200722,579.005646897157,33.7000007629395,5.40000009536743,28.300000667572,24.6500000953674,24.7833336194356,26.8166669209798,13.1166666348775,1320.60001754761,185.5,35.2000007629395,42.8889435264504,434.600006103516,201.700004577637,276.200004577637,432.000007629395
SRR29127776,1982,21.2250004609426,6.66666682561239,33.0032998703821,493.726556544051,31.3000011444092,11.1000003814697,20.2000007629395,26.6500005722046,14.8666672706604,26.9333343505859,14.8666672706604,2068.10004806519,470.300018310547,26.2000007629395,71.5529475139183,965.500030517578,279.600009918213,550.80001449585,279.600009918213
